release_year,sentiment
9999,Mostly Positive
2017,Positive
2017,Positive
2017,Mixed
2017,Mixed
2017,Mixed
2017,Very Positive
2017,Very Positive
2017,Overwhelmingly Positive
2000,Mixed
2000,Very Positive
2017,Positive
2017,Mixed
2017,Very Positive
2017,Very Positive
2017,Positive
2017,Mostly Positive
2017,Mixed
2017,Mixed
2010,Mostly Positive
2017,Very Positive
2017,Very Positive
2017,Positive
9999,Mostly Positive
2017,Positive
9999,Positive
2017,Overwhelmingly Positive
2017,Mixed
2017,Very Positive
2017,Mostly Positive
2016,Positive
2017,Very Negative
2017,Very Negative
2017,Mostly Positive
2017,Very Positive
9999,Very Positive
2017,Mostly Negative
2017,Mixed
2017,Mostly Positive
2017,Positive
2017,Mostly Positive
2017,Mostly Positive
2017,Very Positive
2017,Very Positive
2017,Mixed
2017,Positive
2017,Very Positive
2017,Very Positive
2017,Mostly Positive
2017,Very Positive
2017,Positive
2017,Very Positive
9999,Very Positive
2017,Positive
2017,Mixed
2017,Positive
2017,Mostly Positive
2017,Very Positive
2017,Mostly Positive
2017,Mixed
2017,Mixed
2017,Mixed
2000,Negative
2017,Mixed
2017,Mostly Negative
2017,Mixed
2017,Very Positive
2017,Very Positive
2017,Positive
2017,Mostly Negative
2017,Positive
2017,Very Positive
2017,Very Positive
2017,Mixed
2017,Positive
2017,Mostly Negative
2017,Mixed
2017,Mixed
2017,Mixed
2017,Positive
2017,Positive
2017,Overwhelmingly Positive
2017,Overwhelmingly Positive
2017,Mostly Positive
2017,Mixed
2017,Mixed
2017,Mostly Positive
2017,Mostly Positive
2017,Very Positive
2017,Mixed
2017,Positive
2017,Mixed
2017,Positive
2017,Positive
2016,Positive
2017,Mostly Positive
2017,Mostly Positive
2017,Mostly Positive
2017,Positive
2017,Negative
2017,Mostly Positive
2017,Mixed
2017,Mixed
2017,Mixed
2017,Mixed
2017,Very Positive
9999,Positive
2017,Positive
2017,Very Positive
2017,Positive
2017,Very Positive
9999,Mostly Positive
2017,Very Positive
9999,Very Positive
2017,Very Positive
2017,Positive
2017,Very Positive
2017,Positive
2017,Mixed
2017,Mixed
2017,Negative
2017,Positive
2017,Very Positive
9999,Mostly Positive
2017,Very Positive
9999,Mixed
2017,Very Positive
9999,Positive
2017,Positive
9999,Positive
2017,Positive
2017,Positive
2017,Mostly Positive
2017,Negative
2017,Positive
9999,Positive
2017,Positive
2017,Positive
2017,Very Positive
2017,Mixed
2017,Mostly Positive
2017,Positive
2017,Mostly Positive
2016,Positive
9999,Positive
2017,Very Positive
2017,Very Positive
9999,Mixed
2017,Mixed
2017,Positive
2017,Very Positive
2017,Very Positive
9999,Mostly Negative
9999,Mixed
2017,Mostly Positive
2017,Mostly Positive
9999,Mostly Positive
2017,Mostly Positive
9999,Mostly Positive
2017,Very Positive
2017,Mixed
9999,Positive
2017,Mostly Positive
2017,Mostly Positive
2017,Mixed
9999,Mostly Positive
2017,Positive
9999,Mixed
2017,Mostly Positive
2017,Mostly Positive
2017,Positive
9999,Mixed
2017,Mixed
2017,Mixed
2018,Very Positive
2017,Mixed
9999,Positive
9999,Positive
2017,Very Positive
2017,Mostly Negative
2017,Positive
2017,Positive
2017,Mixed
2017,Positive
9999,Positive
9999,Mostly Positive
9999,Positive
1999,Very Positive
2017,Mixed
2017,Positive
2017,Positive
2017,Very Positive
9999,Positive
2017,Mixed
2017,Mixed
9999,Very Positive
2017,Positive
2017,Positive
2017,Mostly Positive
9999,Mostly Negative
9999,Mostly Positive
2017,Mixed
2017,Positive
9999,Positive
2017,Mostly Positive
9999,Positive
2017,Mixed
2017,Mixed
9999,Mixed
2017,Very Positive
2017,Positive
2017,Mixed
2017,Mostly Positive
2017,Mostly Positive
2016,Very Positive
2017,Positive
2017,Positive
2017,Mixed
2017,Very Positive
2017,Positive
2017,Mixed
2017,Very Positive
2017,Very Positive
2017,Mixed
2017,Very Positive
2017,Mixed
2017,Positive
2017,Very Positive
2017,Mostly Positive
9999,Mostly Negative
2017,Mostly Negative
2017,Positive
9999,Positive
2016,Mostly Positive
2017,Positive
2017,Positive
2017,Very Positive
2017,Positive
2017,Mostly Positive
2017,Mixed
9999,Positive
2017,Mixed
9999,Positive
2017,Mixed
2017,Mixed
2017,Mixed
2017,Positive
2017,Mixed
9999,Mostly Positive
2017,Very Positive
2017,Mostly Positive
2017,Mostly Positive
2017,Positive
2017,Positive
2017,Very Positive
2017,Positive
2017,Positive
2017,Positive
2017,Positive
2017,Positive
2017,Positive
2017,Positive
2017,Mostly Positive
2017,Positive
2017,Positive
2017,Mixed
2017,Very Positive
2017,Positive
2017,Positive
2017,Positive
2017,Mostly Positive
2017,Mixed
2017,Negative
2017,Positive
2017,Mixed
2017,Very Positive
2017,Mixed
2017,Positive
9999,Mixed
2017,Positive
2017,Positive
2017,Mostly Positive
2017,Mixed
2017,Very Positive
2017,Mostly Positive
2017,Positive
2017,Mixed
2017,Positive
2017,Positive
2017,Positive
9999,Positive
2017,Mostly Positive
2017,Mostly Negative
2017,Mixed
2017,Mostly Negative
2017,Mostly Positive
2017,Positive
2017,Mixed
9999,Positive
9999,Positive
2017,Positive
2017,Mixed
2017,Mixed
9999,Mixed
2017,Mixed
9999,Mixed
2017,Mostly Negative
2017,Positive
2017,Positive
2017,Mixed
2017,Mostly Positive
2017,Mostly Positive
9999,Negative
2017,Positive
2017,Positive
9999,Mostly Negative
2017,Mixed
2017,Mixed
2017,Mixed
2017,Mixed
2017,Mixed
9999,Positive
2017,Positive
2017,Mixed
2017,Positive
2017,Very Positive
2017,Mixed
2017,Positive
2017,Mostly Positive
2017,Mostly Negative
2017,Mostly Negative
2017,Positive
2017,Positive
2017,Mostly Negative
2017,Mixed
2017,Mixed
2017,Mostly Negative
2017,Very Positive
2017,Mixed
2017,Very Positive
9999,Mostly Positive
9999,Mostly Negative
2017,Positive
2017,Positive
2017,Mixed
2017,Very Positive
2017,Mostly Positive
2017,Mixed
2017,Mostly Positive
2017,Mixed
2017,Very Positive
2017,Very Positive
2017,Very Positive
2017,Positive
2017,Overwhelmingly Positive
2017,Mixed
2017,Mostly Positive
2017,Positive
2017,Very Positive
2017,Positive
2017,Mostly Positive
2017,Very Positive
2017,Positive
2017,Positive
2017,Positive
2017,Mostly Negative
2017,Mostly Positive
2017,Mixed
2017,Very Positive
2017,Very Positive
2017,Mostly Positive
2017,Negative
9999,Very Positive
2017,Mixed
2017,Very Positive
2017,Very Positive
2017,Mostly Negative
2017,Positive
9999,Positive
2017,Positive
9999,Very Positive
9999,Mostly Negative
2017,Mostly Positive
2017,Positive
2017,Mixed
2017,Mixed
2017,Negative
2017,Positive
2017,Mostly Positive
2017,Very Positive
2017,Mixed
2017,Positive
9999,Positive
2017,Very Positive
2017,Very Positive
2017,Positive
2017,Very Positive
2017,Positive
2017,Positive
2017,Positive
2017,Positive
2017,Very Positive
2017,Mixed
2017,Mixed
2017,Mixed
2017,Mixed
2017,Positive
2017,Positive
2017,Mostly Positive
2017,Positive
2017,Mixed
2017,Mostly Positive
9999,Very Positive
2017,Mostly Positive
2017,Mixed
2017,Very Positive
2017,Mostly Positive
2017,Mixed
2017,Mixed
9999,Positive
9999,Mostly Positive
2017,Positive
2017,Very Positive
2017,Positive
2017,Positive
2017,Positive
2017,Positive
2017,Mostly Positive
2017,Mixed
2017,Positive
2017,Mostly Positive
2017,Mixed
2017,Very Positive
2017,Very Positive
2017,Very Positive
2017,Positive
2001,Very Positive
2017,Overwhelmingly Positive
2017,Positive
9999,Positive
9999,Mostly Positive
2017,Mixed
2017,Mixed
9999,Positive
2017,Mixed
2017,Positive
9999,Positive
2017,Mixed
2017,Overwhelmingly Positive
2017,Mostly Positive
2017,Mixed
2017,Mixed
2014,Positive
2017,Mostly Positive
2017,Very Positive
2017,Mixed
2017,Positive
2017,Mixed
2017,Very Positive
2017,Mostly Positive
2017,Mixed
9999,Very Positive
2017,Mostly Positive
9999,Very Positive
2017,Mostly Positive
2017,Positive
2017,Mostly Negative
2017,Positive
2017,Very Positive
9999,Mixed
2017,Positive
2017,Mixed
2017,Mostly Negative
2017,Positive
2017,Very Positive
2017,Mostly Positive
2017,Mostly Positive
9999,Mixed
2017,Mostly Positive
2017,Mixed
2017,Mixed
2017,Mostly Positive
2017,Mixed
2017,Mostly Negative
2017,Mostly Positive
2017,Mixed
2017,Negative
2017,Positive
2017,Mostly Positive
2017,Overwhelmingly Positive
2017,Mostly Positive
2017,Very Positive
2017,Very Positive
2017,Mostly Positive
2017,Mostly Positive
2017,Mixed
1986,Mixed
9999,Mixed
9999,Positive
9999,Mixed
2017,Mostly Positive
2017,Very Positive
2017,Mostly Positive
2017,Positive
2017,Positive
2017,Mixed
2017,Overwhelmingly Positive
2017,Positive
2017,Very Positive
2017,Very Positive
2017,Mostly Positive
2017,Very Positive
2017,Mostly Positive
2017,Mixed
2017,Mixed
2017,Mixed
2017,Mixed
2017,Positive
2017,Very Positive
2017,Mostly Negative
2017,Positive
2017,Positive
2017,Very Positive
2017,Mixed
2017,Positive
2017,Mixed
2017,Positive
2017,Mixed
2017,Mixed
9999,Positive
2017,Positive
2017,Mixed
2017,Positive
2017,Very Positive
2017,Mostly Positive
2017,Mixed
2017,Positive
2017,Very Positive
2017,Mostly Positive
2017,Mixed
2017,Very Positive
2017,Mostly Positive
2017,Positive
2017,Very Positive
2017,Mostly Positive
2017,Very Positive
2017,Mostly Negative
2017,Mixed
2017,Mostly Negative
2017,Mixed
2017,Positive
9999,Positive
2017,Mostly Negative
9999,Positive
9999,Positive
2017,Mostly Negative
2017,Mixed
2017,Very Positive
2017,Positive
2017,Mixed
9999,Mixed
2017,Mixed
2017,Mixed
2017,Mixed
2017,Positive
2017,Mixed
2017,Very Positive
2017,Mostly Negative
2017,Positive
2017,Very Positive
2017,Very Positive
2017,Mixed
2017,Very Positive
2017,Mostly Positive
2017,Very Positive
2017,Positive
2017,Mixed
2017,Mostly Positive
2017,Mixed
2017,Mostly Positive
2017,Positive
9999,Very Positive
2017,Mixed
2017,Mixed
2017,Positive
2017,Positive
2017,Positive
2017,Positive
2017,Mostly Positive
9999,Positive
2017,Positive
2015,Mostly Positive
2017,Very Positive
2017,Positive
2017,Very Positive
9999,Mixed
9999,Positive
2017,Positive
9999,Positive
2017,Mixed
2017,Mixed
2017,Mixed
2017,Mixed
2017,Very Positive
2017,Mixed
9999,Positive
9999,Very Positive
2017,Mostly Positive
2017,Very Positive
2017,Mixed
2017,Positive
2017,Mostly Negative
2017,Positive
2017,Positive
2017,Very Positive
2017,Mixed
2017,Very Positive
2018,Mixed
2017,Mostly Negative
2017,Mostly Positive
2017,Positive
2017,Mostly Positive
2017,Mixed
2017,Mixed
2017,Positive
2017,Positive
2017,Mixed
2017,Positive
9999,Mixed
2017,Mixed
2017,Mostly Positive
2017,Positive
2017,Positive
2017,Mixed
2017,Positive
2017,Mixed
2017,Mostly Positive
2017,Positive
2017,Positive
2017,Very Positive
2017,Mixed
2017,Positive
2017,Mostly Positive
2016,Mixed
2017,Mostly Positive
2017,Positive
9999,Mostly Positive
2017,Very Positive
2017,Positive
9999,Positive
2017,Mixed
2017,Positive
2017,Positive
2017,Very Positive
2017,Mixed
2017,Very Positive
2017,Very Positive
2017,Positive
2017,Very Positive
2017,Positive
2017,Mixed
2017,Mostly Positive
2017,Mostly Positive
2017,Mixed
2017,Mixed
9999,Positive
2017,Mixed
2017,Positive
2017,Mostly Positive
2017,Positive
2017,Positive
2017,Mostly Negative
2017,Mostly Positive
2017,Very Positive
2017,Mostly Positive
2017,Mostly Positive
9999,Positive
2017,Mixed
2017,Very Positive
2017,Mixed
2017,Mostly Positive
2017,Mostly Positive
2017,Mixed
2017,Mostly Positive
2017,Mostly Positive
2017,Mixed
2017,Very Positive
2017,Positive
2017,Mostly Negative
2017,Positive
2017,Mixed
2017,Positive
2017,Positive
2017,Mostly Positive
2017,Mixed
2017,Positive
2017,Mostly Positive
2017,Mixed
2017,Mostly Positive
9999,Mixed
2017,Very Positive
2017,Very Positive
2017,Mostly Positive
2017,Positive
9999,Mixed
2017,Positive
9999,Positive
2017,Mixed
2017,Mostly Positive
2017,Mixed
2017,Positive
2017,Positive
2017,Mostly Positive
2017,Mixed
2017,Mostly Negative
2017,Very Positive
2017,Very Positive
2017,Mixed
2017,Mixed
2017,Mostly Positive
2017,Very Positive
2017,Mixed
2017,Very Positive
2017,Positive
2017,Positive
2017,Positive
2017,Very Positive
2017,Mixed
2017,Mostly Positive
2017,Very Positive
2017,Positive
9999,Positive
2017,Positive
9999,Mixed
2017,Very Positive
2017,Very Positive
2017,Very Positive
2017,Mixed
2017,Mostly Negative
2007,Positive
2017,Positive
2013,Mixed
2017,Positive
2017,Very Positive
2017,Mixed
2017,Mixed
2017,Mixed
2017,Positive
2017,Mostly Positive
2017,Mixed
2017,Mixed
9999,Positive
9999,Positive
2017,Positive
2017,Very Positive
9999,Mostly Positive
2017,Mostly Positive
2017,Positive
2017,Mostly Positive
2006,Mostly Positive
2017,Mixed
2017,Mostly Negative
2017,Positive
2017,Very Positive
2017,Positive
2017,Mixed
2017,Mixed
2017,Very Positive
2017,Mostly Positive
2017,Very Positive
2017,Mostly Positive
2017,Mostly Positive
2017,Very Positive
2017,Very Positive
2017,Very Positive
2017,Positive
2017,Positive
2017,Positive
2017,Mixed
2017,Mostly Negative
2017,Positive
2017,Positive
2017,Mixed
2017,Mixed
2016,Very Positive
2017,Positive
2017,Very Positive
2017,Positive
9999,Positive
2017,Very Positive
2017,Positive
2017,Positive
2017,Positive
2017,Mostly Positive
2016,Mixed
2017,Very Negative
2017,Mostly Positive
2017,Overwhelmingly Positive
9999,Mostly Positive
9999,Very Positive
2017,Positive
2017,Mostly Positive
2017,Mixed
2017,Mostly Positive
2017,Mostly Positive
2017,Positive
9999,Positive
2017,Positive
2017,Mixed
2017,Positive
2017,Positive
2017,Mostly Positive
2017,Very Positive
2017,Mostly Positive
2001,Mostly Negative
9999,Overwhelmingly Positive
2017,Positive
2017,Very Positive
2017,Positive
2017,Mixed
2017,Mostly Positive
2017,Mostly Positive
2017,Mixed
2017,Positive
2017,Very Positive
2017,Mixed
2017,Mostly Positive
2017,Mixed
2017,Positive
9999,Positive
2017,Very Positive
2017,Very Positive
2017,Very Positive
2017,Positive
2017,Positive
2017,Positive
2017,Positive
2017,Positive
2017,Positive
9999,Mixed
2017,Mixed
2017,Very Positive
1992,Positive
2017,Very Positive
9999,Mostly Positive
2017,Mostly Positive
9999,Positive
2016,Mostly Positive
2017,Positive
9999,Very Positive
2017,Mixed
2017,Mostly Positive
2017,Mostly Positive
2017,Very Positive
2017,Positive
2017,Positive
9999,Very Positive
2017,Very Positive
2017,Positive
2017,Mixed
2017,Positive
2017,Mixed
9999,Very Positive
2017,Mostly Positive
2017,Very Positive
2017,Very Positive
9999,Mostly Positive
2017,Very Positive
2017,Mostly Positive
2017,Mixed
2017,Mixed
2017,Mixed
2017,Positive
9999,Positive
2017,Mostly Positive
2017,Very Positive
2016,Positive
2017,Positive
2017,Mixed
2017,Positive
2017,Positive
2017,Positive
2017,Mostly Positive
2017,Positive
2017,Positive
2017,Positive
2017,Positive
2017,Positive
2017,Positive
2017,Mixed
2017,Mixed
2017,Positive
9999,Mixed
2017,Very Positive
2017,Very Positive
2017,Mixed
2017,Positive
2017,Mixed
2017,Mostly Positive
2017,Mixed
2017,Positive
2017,Positive
9999,Positive
2017,Mostly Positive
9999,Positive
2017,Positive
2017,Mixed
2017,Mostly Positive
2017,Very Positive
2017,Mostly Positive
2017,Positive
2017,Mostly Positive
2017,Mostly Positive
2017,Mixed
9999,Positive
2017,Mixed
9999,Positive
2017,Mostly Positive
2017,Positive
2017,Very Positive
2017,Very Positive
2017,Mixed
2017,Mixed
2017,Mostly Positive
2017,Mixed
2017,Mixed
2017,Mostly Positive
2017,Mostly Positive
2017,Positive
2017,Positive
2017,Mixed
9999,Very Positive
2017,Positive
2017,Mixed
2017,Very Positive
2017,Positive
2017,Very Positive
2017,Mostly Negative
2017,Positive
2017,Very Positive
2017,Positive
2004,Very Positive
2017,Mostly Positive
9999,Positive
2017,Positive
2017,Mixed
2017,Mostly Positive
2017,Very Positive
2017,Positive
2017,Very Positive
2015,Mixed
2017,Mixed
2015,Mixed
2017,Positive
2017,Mostly Positive
2017,Mostly Positive
9999,Positive
2017,Positive
2017,Positive
2017,Mostly Positive
2017,Positive
2017,Mixed
2015,Very Positive
2015,Mixed
2017,Positive
2017,Positive
2017,Positive
2017,Positive
2017,Positive
2017,Positive
2017,Very Positive
2017,Mostly Positive
2017,Positive
2017,Positive
2017,Positive
2017,Positive
9999,Positive
9999,Mostly Positive
2017,Mostly Negative
2017,Positive
2017,Very Positive
2017,Mixed
2017,Positive
2017,Mixed
2017,Positive
2012,Mostly Positive
9999,Mostly Positive
2017,Positive
2017,Mixed
2017,Very Positive
2017,Mixed
2017,Positive
2017,Positive
2007,Mixed
2017,Mostly Positive
2017,Positive
2017,Very Positive
2017,Mostly Positive
2017,Mixed
2017,Very Positive
2017,Mixed
2017,Positive
2017,Very Positive
2017,Positive
2017,Very Positive
2017,Positive
2017,Overwhelmingly Positive
2017,Mostly Positive
2017,Positive
2017,Mostly Positive
2017,Positive
2017,Positive
2017,Mostly Positive
2017,Positive
2017,Positive
2017,Very Positive
2017,Mostly Negative
2017,Positive
2017,Mostly Positive
2017,Mostly Negative
9999,Mostly Positive
2017,Mostly Positive
2017,Very Positive
2017,Overwhelmingly Positive
2017,Mixed
2017,Positive
2017,Mostly Positive
9999,Positive
2017,Mostly Positive
2017,Very Positive
2017,Positive
2017,Positive
2017,Positive
2017,Mostly Positive
2017,Mostly Positive
2017,Mixed
2017,Positive
2017,Mostly Positive
2017,Positive
2017,Positive
2017,Mixed
2017,Very Positive
2017,Overwhelmingly Positive
2017,Very Positive
